"cbsa10","state_num","zip","state_abbreviation","cbsa_name","zip_name","population_2016","allocation_factor"
"31100","06","90670","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Fe Springs, CA",15349.456,0.001 
"31100","06","90680","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Stanton, CA",31559.518,0.002 
"31100","06","90701","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Artesia, CA",17130.554,0.001 
"31100","06","90703","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Cerritos, CA",51005.501,0.004 
"31100","06","90704","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Avalon, CA",4223.011,0 
"31100","06","90706","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Bellflower, CA",79106.59,0.006 
"31100","06","90710","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",26284.885,0.002 
"31100","06","90712","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Lakewood, CA",32523.376,0.002 
"31100","06","90713","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Lakewood, CA",28833.146,0.002 
"31100","06","90715","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Lakewood, CA",21051.036,0.002 
"31100","06","90716","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Hawaiian Gardens, CA",14645.277,0.001 
"31100","06","90717","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Lomita, CA",22011.281,0.002 
"31100","06","90720","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Alamitos, CA",22923.729,0.002 
"31100","06","90723","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Paramount, CA",55858.349,0.004 
"31100","06","90731","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",61602.263,0.005 
"31100","06","90732","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",21801.679,0.002 
"31100","06","90740","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Seal Beach, CA",25008.054,0.002 
"31100","06","90742","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Sunset Beach, CA",875.804,0 
"31100","06","90743","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Seal Beach, CA",480.586,0 
"31100","06","90744","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",55565.113,0.004 
"31100","06","90745","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Carson, CA",59112.855,0.004 
"31100","06","90746","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Carson, CA",26835.219,0.002 
"31100","06","90755","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Signal Hill, CA",11434.137,0.001 
"31100","06","90802","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",40626.6,0.003 
"31100","06","90803","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",33072.677,0.002 
"31100","06","90804","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",41621.951,0.003 
"31100","06","90805","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",96565.486,0.007 
"31100","06","90806","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",43777.854,0.003 
"31100","06","90807","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",32504.791,0.002 
"31100","06","90808","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",39475.34,0.003 
"31100","06","90810","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",37929.656,0.003 
"31100","06","90813","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",60826.84,0.005 
"31100","06","90814","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",19753.158,0.001 
"31100","06","90815","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",41027.143,0.003 
"31100","06","90822","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Long Beach, CA",120.805,0 
"31100","06","91001","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Altadena, CA",37300.851,0.003 
"31100","06","91006","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Arcadia, CA",32746.401,0.002 
"31100","06","91007","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Arcadia, CA",35203.801,0.003 
"31100","06","91008","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Bradbury, CA",1436.237,0 
"31100","06","91010","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Duarte, CA",26921.95,0.002 
"31100","06","91011","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","La Cañada Flintridge, CA",20939.524,0.002 
"31100","06","91016","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Monrovia, CA",41918.284,0.003 
"31100","06","91020","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","La Crescenta-Montrose, CA",8688.663,0.001 
"31100","06","91024","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Sierra Madre, CA",11272.031,0.001 
"31100","06","91030","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","South Pasadena, CA",26449.056,0.002 
"31100","06","91040","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",21034.516,0.002 
"31100","06","91042","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",28482.089,0.002 
"31100","06","91046","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",161.073,0 
"31100","06","91101","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Pasadena, CA",21125.378,0.002 
"31100","06","91103","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Pasadena, CA",28373.675,0.002 
"31100","06","91104","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Pasadena, CA",37946.176,0.003 
"31100","06","91105","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Pasadena, CA",11619.99,0.001 
"31100","06","91106","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Pasadena, CA",25016.949,0.002 
"31100","06","91107","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Pasadena, CA",34011.239,0.003 
"31100","06","91108","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","San Marino, CA",13795.512,0.001 
"31100","06","91201","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",23521.859,0.002 
"31100","06","91202","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",23572.452,0.002 
"31100","06","91203","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",13649.926,0.001 
"31100","06","91204","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",16553.375,0.001 
"31100","06","91205","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",39039.616,0.003 
"31100","06","91206","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",34140.304,0.003 
"31100","06","91207","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",10847.665,0.001 
"31100","06","91208","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",16773.302,0.001 
"31100","06","91210","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",338.667,0 
"31100","06","91214","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendale, CA",31343.205,0.002 
"31100","06","91301","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Agoura Hills, CA",26316.893,0.002 
"31100","06","91302","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Calabasas, CA",26545.08,0.002 
"31100","06","91303","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",27728.349,0.002 
"31100","06","91304","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",51615.72,0.004 
"31100","06","91306","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",46526.425,0.003 
"31100","06","91307","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",23154.281,0.002 
"31100","06","91311","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",37469.151,0.003 
"31100","06","91316","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",27772.748,0.002 
"31100","06","91321","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Clarita, CA",36016.394,0.003 
"31100","06","91324","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",28568.821,0.002 
"31100","06","91325","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",33471.23,0.003 
"31100","06","91326","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",34804.215,0.003 
"31100","06","91330","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",2789.872,0 
"31100","06","91331","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",107061.061,0.008 
"31100","06","91335","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",76781.353,0.006 
"31100","06","91340","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","San Fernando, CA",35299.825,0.003 
"31100","06","91342","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",94707.981,0.007 
"31100","06","91343","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",62213.515,0.005 
"31100","06","91344","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",53429.86,0.004 
"31100","06","91345","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",19097.507,0.001 
"31100","06","91350","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Clarita, CA",34432.507,0.003 
"31100","06","91351","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Clarita, CA",33414.442,0.003 
"31100","06","91352","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",49361.727,0.004 
"31100","06","91354","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Clarita, CA",29656.066,0.002 
"31100","06","91355","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Clarita, CA",33665.344,0.003 
"31100","06","91356","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",30416.001,0.002 
"31100","06","91361","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Thousand Oaks, CA",7372.199,0.001 
"31100","06","91362","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Thousand Oaks, CA",1254.513,0 
"31100","06","91364","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",26691.698,0.002 
"31100","06","91367","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",40783.544,0.003 
"31100","06","91371","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Pierce College, Woodland Hills, CA",1.033,0 
"31100","06","91381","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Stevenson Ranch, CA",20813.557,0.002 
"31100","06","91384","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Castaic, CA",30825.912,0.002 
"31100","06","91387","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Clarita, CA",41639.503,0.003 
"31100","06","91390","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Clarita, CA",20429.459,0.002 
"31100","06","91401","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",40562.584,0.003 
"31100","06","91402","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",72087.513,0.005 
"31100","06","91403","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",24247.721,0.002 
"31100","06","91405","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",52808.282,0.004 
"31100","06","91406","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",53234.713,0.004 
"31100","06","91411","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",25428.925,0.002 
"31100","06","91423","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",31998.856,0.002 
"31100","06","91436","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",14839.391,0.001 
"31100","06","91501","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Burbank, CA",21527.029,0.002 
"31100","06","91502","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Burbank, CA",11740.795,0.001 
"31100","06","91504","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Burbank, CA",25750.039,0.002 
"31100","06","91505","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Burbank, CA",31778.929,0.002 
"31100","06","91506","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Burbank, CA",19518.775,0.001 
"31100","06","91601","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",38389.128,0.003 
"31100","06","91602","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",18041.238,0.001 
"31100","06","91604","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",29978.212,0.002 
"31100","06","91605","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",58175.326,0.004 
"31100","06","91606","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",46420.075,0.003 
"31100","06","91607","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles, CA",28835.212,0.002 
"31100","06","91702","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Azusa, CA",61646.661,0.005 
"31100","06","91706","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Baldwin Park, CA",79061.159,0.006 
"31100","06","91711","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Claremont, CA",36866.159,0.003 
"31100","06","91722","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Covina, CA",35528.012,0.003 
"31100","06","91723","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Covina, CA",18869.32,0.001 
"31100","06","91724","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Covina, CA",27035.528,0.002 
"31100","06","91731","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","El Monte, CA",30553.326,0.002 
"31100","06","91732","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","El Monte, CA",63382.329,0.005 
"31100","06","91733","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","El Monte, CA",45323.538,0.003 
"31100","06","91740","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendora, CA",26180.6,0.002 
"31100","06","91741","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Glendora, CA",26663.82,0.002 
"31100","06","91744","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","La Puente, CA",87805.578,0.007 
"31100","06","91745","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Hacienda Heights, CA",55769.552,0.004 
"31100","06","91746","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","West Puente Valley, CA",31476.4,0.002 
"31100","06","91748","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Rowland Heights, CA",46882.645,0.004 
"31100","06","91750","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","La Verne, CA",34330.288,0.003 
"31100","06","91754","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Monterey Park, CA",33806.8,0.003 
"31100","06","91755","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Monterey Park, CA",28390.195,0.002 
"31100","06","91759","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Mt Baldy, CA (PO Boxes)",68.146,0 
"31100","06","91765","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Diamond Bar, CA",47967.824,0.004 
"31100","06","91766","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Pomona, CA",69077.714,0.005 
"31100","06","91767","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Pomona, CA",49631.215,0.004 
"31100","06","91768","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Pomona, CA",35660.175,0.003 
"31100","06","91770","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Rosemead, CA",64116.451,0.005 
"31100","06","91773","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","San Dimas, CA",34196.06,0.003 
"31100","06","91775","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","East San Gabriel, CA",24768.112,0.002 
"31100","06","91776","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","San Gabriel, CA",39726.242,0.003 
"31100","06","91780","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Temple City, CA",35448.508,0.003 
"31100","06","91789","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Walnut, CA",44479.968,0.003 
"31100","06","91790","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","West Covina, CA",46367.417,0.003 
"31100","06","91791","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","West Covina, CA",33468.133,0.003 
"31100","06","91792","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","West Covina, CA",31857.4,0.002 
"31100","06","91801","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Alhambra, CA",54449.99,0.004 
"31100","06","91803","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Alhambra, CA",31308.099,0.002 
"31100","06","92397","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Wrightwood, CA",73.309,0 
"31100","06","92530","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Lake Elsinore, CA",14.755,0 
"31100","06","92602","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Irvine, CA",24104.115,0.002 
"31100","06","92603","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Irvine, CA",21272.243,0.002 
"31100","06","92604","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Irvine, CA",28300.809,0.002 
"31100","06","92606","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Irvine, CA",22653.927,0.002 
"31100","06","92610","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Lake Forest, CA",11854.448,0.001 
"31100","06","92612","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Irvine, CA",29005.879,0.002 
"31100","06","92614","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Irvine, CA",26082.316,0.002 
"31100","06","92617","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Irvine, CA",14801.198,0.001 
"31100","06","92618","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Irvine, CA",17248.391,0.001 
"31100","06","92620","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Irvine, CA",40561.015,0.003 
"31100","06","92624","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Dana Point, CA",7638.784,0.001 
"31100","06","92625","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Newport Beach, CA",13150.765,0.001 
"31100","06","92626","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Costa Mesa, CA",52001.275,0.004 
"31100","06","92627","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Costa Mesa, CA",64826.38,0.005 
"31100","06","92629","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Dana Point, CA",27144.663,0.002 
"31100","06","92630","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Lake Forest, CA",62372.863,0.005 
"31100","06","92637","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Laguna Woods, CA",16875.305,0.001 
"31100","06","92646","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Huntington Beach, CA",58201.463,0.004 
"31100","06","92647","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Huntington Beach, CA",60331.428,0.005 
"31100","06","92648","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Huntington Beach, CA",47760.316,0.004 
"31100","06","92649","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Huntington Beach, CA",34213.279,0.003 
"31100","06","92651","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Laguna Beach, CA",25168.571,0.002 
"31100","06","92653","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Laguna Hills, CA",30870.257,0.002 
"31100","06","92655","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Midway City, CA",8786.499,0.001 
"31100","06","92656","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Aliso Viejo, CA",51690.37,0.004 
"31100","06","92657","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Newport Beach, CA",10266.197,0.001 
"31100","06","92660","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Newport Beach, CA",36673.119,0.003 
"31100","06","92661","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Newport Beach, CA",3945.862,0 
"31100","06","92662","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Newport Beach, CA",2904.593,0 
"31100","06","92663","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Newport Beach, CA",22816.23,0.002 
"31100","06","92672","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","San Clemente, CA",36037.607,0.003 
"31100","06","92673","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","San Clemente, CA",30889.227,0.002 
"31100","06","92675","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","San Juan Capistrano, CA",36603.56,0.003 
"31100","06","92676","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Silverado, CA",2049.867,0 
"31100","06","92677","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Laguna Niguel, CA",66709.728,0.005 
"31100","06","92678","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Trabuco Canyon, CA",520.635,0 
"31100","06","92679","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Coto de Caza, CA",34369.258,0.003 
"31100","06","92683","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Westminster, CA",94585.809,0.007 
"31100","06","92688","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Rancho Santa Margarita, CA",46153.094,0.003 
"31100","06","92691","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Mission Viejo, CA",50147.436,0.004 
"31100","06","92692","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Mission Viejo, CA",49768.027,0.004 
"31100","06","92694","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Ladera Ranch, CA",23127.135,0.002 
"31100","06","92701","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Ana, CA",56814.51,0.004 
"31100","06","92703","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Ana, CA",68973.54,0.005 
"31100","06","92704","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Ana, CA",92874.249,0.007 
"31100","06","92705","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Ana, CA",47116.374,0.004 
"31100","06","92706","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Ana, CA",38422.62,0.003 
"31100","06","92707","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Santa Ana, CA",62699.577,0.005 
"31100","06","92708","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Fountain Valley, CA",59023.518,0.004 
"31100","06","92780","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Tustin, CA",60854.17,0.005 
"31100","06","92782","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Tustin, CA",24273.796,0.002 
"31100","06","92801","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Anaheim, CA",65414.465,0.005 
"31100","06","92802","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Anaheim, CA",45011.703,0.003 
"31100","06","92804","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Anaheim, CA",90546.149,0.007 
"31100","06","92805","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Anaheim, CA",74196.748,0.006 
